broad_id,name,canonical_smiles,clean_smiles
BRD-A63546914-003-02-0,Ro-04-5595,COc1cc2CCN(C)[C@@H](CCc3ccc(Cl)cc3)c2cc1O |&1:9|,COc1cc2c(cc1O)[C@H](CCc1ccc(Cl)cc1)N(C)CC2
BRD-A63675168-001-01-6,brivudine,"OC[C@H]1O[C@H](C[C@@H]1O)n1cc(\C=C\Br)c(=O)[nH]c1=O |a:2,4,&1:6|",O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br
BRD-A63752151-001-01-2,fidarestat,"NC(=O)[C@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1 |&1:3,&2:5,r|",NC(=O)[C@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1
BRD-A63780829-001-11-4,hyperin,"OC[C@H]1O[C@@H](Oc2c(oc3cc(O)cc(O)c3c2=O)-c2ccc(O)c(O)c2)[C@@H](O)[C@@H](O)[C@@H]1O |&1:2,&2:4,&3:27,&4:29,&5:31,r|",O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
BRD-A64004759-003-01-9,LY266097,COc1ccc(C[C@H]2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC |&1:7|,COc1ccc(C[C@H]2NCCc3c2[nH]c2ccc(C)cc32)c(Cl)c1OC
BRD-A64011898-001-01-0,androstenone,"C[C@@]12CC[C@H]3[C@@H](CC[C@H]4CC(=O)CC[C@@]34C)[C@@H]1CC=C2 |&1:1,&2:4,&3:5,&4:8,&5:14,&6:16,r,c:21|",C[C@@]12CCC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)C=CC[C@@H]12
BRD-A64064900-001-02-3,sangivamycin,NC(=O)c1cn(C2OC(CO)[C@H](O)[C@@H]2O)c2ncnc(N)c12,NC(=O)c1cn(C2OC(CO)[C@H](O)[C@@H]2O)c2ncnc(N)c12
BRD-A64092382-003-16-7,mexiletine,C[C@@H](N)COc1c(C)cccc1C |&1:1|,Cc1cccc(C)c1OC[C@@H](C)N
BRD-A64125466-236-04-6,dehydrocholate,"C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@H]3[C@@H](CC(=O)[C@]12C)[C@@]1(C)CCC(=O)C[C@@H]1CC3=O |a:1,7,16,18,&1:10,&2:11,&3:12,&4:25|",C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@H]4CC(=O)CC[C@]4(C)[C@@H]3CC(=O)[C@]12C
BRD-A64173453-015-01-5,octreotide,"C[C@@H](O)[C@@H](CO)NC(=O)[C@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1 |&1:1,&2:3,&3:9,&4:14,&5:18,&6:30,&7:41,&8:55,&9:64,&10:65|",C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](NC(=O)[C@@H](N)Cc2ccccc2)CSSC[C@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O
BRD-A64227845-004-09-3,SKF-77434,Oc1cc2CCN(CC=C)C[C@@H](c3ccccc3)c2cc1O |&1:11|,C=CCN1CCc2cc(O)c(O)cc2[C@H](c2ccccc2)C1
BRD-A64242993-001-05-6,lanatoside-C,"C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](OC(C)=O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1 |a:1,3,5,7,9,11,13,15,17,22,24,26,29,31,33,35,38,42,45,53,55,57,60,&1:47,&2:50,&3:51,t:69|",CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@@H](CC[C@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
BRD-A64406146-001-01-2,timofibrate,"CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSC[C@@H]1C(O)=O |&1:17,r|",CC(C)(Oc1ccc(Cl)cc1)C(=O)N1CSC[C@@H]1C(=O)O
BRD-A64553394-001-04-4,DPI-201106,"O[C@@H](COc1cccc2[nH]c(cc12)C#N)CN1CCN(CC1)C(c1ccccc1)c1ccccc1 |&1:1,r|",N#Cc1cc2c(OC[C@H](O)CN3CCN(C(c4ccccc4)c4ccccc4)CC3)cccc2[nH]1
BRD-A64610707-001-03-6,pranoprofen,"C[C@@H](C(O)=O)c1ccc2Oc3ncccc3Cc2c1 |&1:1,r|",C[C@@H](C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
BRD-A64698388-003-01-7,levo-phencynonate,"CN1C[C@@H]2CCC[C@H](C1)[C@H]2OC(=O)[C@@](O)(C1CCCC1)c1ccccc1 |&1:7,&2:3,&3:9,&4:13|",CN1C[C@H]2CCC[C@@H](C1)[C@@H]2OC(=O)[C@](O)(c1ccccc1)C1CCCC1
BRD-A64743628-001-01-5,isometheptene-mucate,"CN[C@@H](C)CCC=C(C)C |&1:2,r|",CN[C@@H](C)CCC=C(C)C
BRD-A64808605-003-02-7,AH11110,O[C@@H](COc1ccccc1-c1ccccc1)CC(=N)N1CCCCC1 |&1:1|,N=C(C[C@@H](O)COc1ccccc1-c1ccccc1)N1CCCCC1
BRD-A64977602-001-13-4,mirtazapine,"CN1CCN2[C@@H](C1)c1ccccc1Cc1cccnc21 |&1:5,r|",CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1
BRD-A65013509-003-24-4,oxybutynin chloride,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c1ccccc1,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
BRD-A65051990-001-12-9,acenocoumarol,"CC(=O)C[C@@H](c1ccc(cc1)[N+]([O-])=O)c1c(O)c2ccccc2oc1=O |&1:4,r|",CC(=O)C[C@@H](c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O
BRD-A65145453-001-06-1,ATPA,"CC(C)(C)c1o[nH]c(=O)c1C[C@@H](N)C(O)=O |&1:11,r|",CC(C)(C)c1o[nH]c(=O)c1C[C@@H](N)C(=O)O
BRD-A65243462-003-04-4,lobeline hydrochloride,CN1C(CC(O)c2ccccc2)CCCC1CC(=O)c1ccccc1,CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1
BRD-A65248799-001-01-7,EMD-53998,"COc1ccc(cc1OC)C(=O)N1CCCc2cc(ccc12)C1=NNC(=O)S[C@@H]1C |r,t:25|",COc1ccc(C(=O)N2CCCc3cc(C4=NNC(=O)S[C@@H]4C)ccc32)cc1OC
BRD-A65280694-003-13-7,molindone,CCc1c(C)[nH]c2CC[C@@H](CN3CCOCC3)C(=O)c12 |r|,CCc1c(C)[nH]c2c1C(=O)[C@H](CN1CCOCC1)CC2
BRD-A65440446-001-04-1,cimaterol,"CC(C)NC[C@@H](O)c1ccc(N)c(c1)C#N |&1:5,r|",CC(C)NC[C@@H](O)c1ccc(N)c(C#N)c1
BRD-A65449987-001-10-4,flunisolide,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@]2(C(=O)CO)O1
BRD-A65562236-001-01-2,solamargine,"C[C@H]1[C@H]2[C@@H](C[C@H]3[C@H]4CC=C5C[C@@H](CC[C@@]5(C)[C@@H]4CC[C@@]23C)O[C@H]2O[C@@H](CO)[C@@H](O[C@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)[C@@H](O)[C@@H]2O[C@H]2O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]2O)O[C@]11CC[C@@H](C)CN1 |&1:1,&2:2,&3:3,&4:5,&5:6,&6:11,&7:14,&8:16,&9:19,&10:22,&11:24,&12:27,&13:29,&14:31,&15:33,&16:35,&17:37,&18:39,&19:41,&20:43,&21:45,&22:47,&23:49,&24:51,&25:54,&26:57,r,t:8|",C[C@@H]1CC[C@@]2(NC1)O[C@@H]1C[C@H]3[C@H]4CC=C5C[C@H](O[C@H]6O[C@@H](CO)[C@@H](O[C@H]7O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]7O)[C@@H](O)[C@@H]6O[C@H]6O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]6O)CC[C@@]5(C)[C@@H]4CC[C@@]3(C)[C@H]1[C@@H]2C
BRD-A65597028-003-07-3,RX-821002,"CO[C@]1(COc2ccccc2O1)C1=NCCN1 |&1:2,t:14|",CO[C@@]1(C2=NCCN2)COc2ccccc2O1
BRD-A65671304-001-07-5,candesartan-cilexetil,"CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1 |&1:13,r|",CCOc1nc2cccc(C(=O)O[C@@H](C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
BRD-A65683612-001-07-7,phenylpiracetam,"NC(=O)CN1C[C@@H](CC1=O)c1ccccc1 |&1:6,r|",NC(=O)CN1C[C@H](c2ccccc2)CC1=O
BRD-A65767837-001-04-4,hydrocortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@]12C,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C
BRD-A65793993-001-01-6,BTS-72664,"C[C@@H](Oc1ccc(Cl)cc1)c1ccnc2ncnn12 |&1:1,r|",C[C@@H](Oc1ccc(Cl)cc1)c1ccnc2ncnn12
BRD-A65818372-001-05-3,ioversol,"OCCN(C(=O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)NC[C@@H](O)CO)c1I |&1:16,&2:27,r|",O=C(NC[C@@H](O)CO)c1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(N(CCO)C(=O)CO)c1I
BRD-A66025870-001-07-9,phenethicillin,"C[C@@H](Oc1ccccc1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O |a:12,13,18,&1:1|",C[C@@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O
BRD-A66116161-001-02-3,AM-1241,"CN1CCCC[C@@H]1Cn1cc(C(=O)c2cc(ccc2I)[N+]([O-])=O)c2ccccc12 |&1:6,r|",CN1CCCC[C@@H]1Cn1cc(C(=O)c2cc([N+](=O)[O-])ccc2I)c2ccccc21
BRD-A66143912-001-01-1,3-hydroxy-3-phenylpentanamide,"CC[C@@](O)(CC(N)=O)c1ccccc1 |&1:2,r|",CC[C@@](O)(CC(N)=O)c1ccccc1
BRD-A66284731-001-02-0,fenipentol,"CCCC[C@@H](O)c1ccccc1 |&1:4,r|",CCCC[C@@H](O)c1ccccc1
BRD-A66419424-001-02-4,ixazomib-citrate,"CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C[C@@](CC(O)=O)(O1)C(O)=O |a:4,&1:25|",CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C[C@](CC(=O)O)(C(=O)O)O1
BRD-A66521565-001-01-8,TC-E-5006,"C[C@@H](C(O)=O)c1ccc([C@@H](N2CCC(C)CC2)c2ccc(F)cc2)c(c1)-c1ccc(cc1)C(F)(F)F |&1:1,&2:9,r|",CC1CCN([C@@H](c2ccc(F)cc2)c2ccc([C@@H](C)C(=O)O)cc2-c2ccc(C(F)(F)F)cc2)CC1
BRD-A66563878-003-04-9,medetomidine,C[C@@H](c1cnc[nH]1)c1cccc(C)c1C |r|,Cc1cccc([C@@H](C)c2cnc[nH]2)c1C
BRD-A66788520-001-01-7,2-(3-mercaptopropyl)pentanedioic-acid,"OC(=O)CC[C@@H](CCCS)C(O)=O |&1:5,r|",O=C(O)CC[C@@H](CCCS)C(=O)O
BRD-A66920069-001-01-3,fenigam,"NC[C@@H](CC(O)=O)c1ccccc1 |&1:2,r|",NC[C@@H](CC(=O)O)c1ccccc1
BRD-A66966115-001-01-0,nm107,CC1(O)C(O)C(CO)OC1n1ccc(N)nc1=O,CC1(O)C(O)C(CO)OC1n1ccc(N)nc1=O
BRD-A67006024-001-04-8,SNAP,"CC(=O)N[C@@H](C(O)=O)C(C)(C)S[NH2+][O-] |&1:4,r|",CC(=O)N[C@@H](C(=O)O)C(C)(C)S[NH2+][O-]
BRD-A67036568-001-01-3,RBC8,"COc1ccc(OC)c(c1)[C@@H]1C(C#N)C(=N)Oc2[nH]nc(c12)-c1ccc2ccccc2c1 |&1:10,r|",COc1ccc(OC)c([C@H]2c3c(-c4ccc5ccccc5c4)n[nH]c3OC(=N)C2C#N)c1
BRD-A67060370-001-02-9,albendazole-oxide,CCC[S@@](=O)c1ccc2nc(NC(=O)OC)[nH]c2c1 |r|,CCC[S@@](=O)c1ccc2nc(NC(=O)OC)[nH]c2c1
BRD-A67097164-001-17-9,ifosfamide,ClCCN[P@@]1(=O)OCCCN1CCCl |r|,O=[P@]1(NCCCl)OCCCN1CCCl
BRD-A67181951-001-01-2,gadobutrol,OCC(O)[C@@H](CO)N1CCN2CCN3CCN(CC1)CC(=O)O[Gd](OC(=O)C3)OC(=O)C2,O=C1CN2CCN3CCN([C@H](CO)C(O)CO)CCN(CC2)CC(=O)[O][Gd]([O]1)[O]C(=O)C3
BRD-A67182178-001-01-7,toloxatone,"Cc1cccc(c1)N1C[C@@H](CO)OC1=O |&1:9,r|",Cc1cccc(N2C[C@@H](CO)OC2=O)c1
BRD-A67265925-001-03-9,sodium-ascorbate,"OC[C@H](O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O |a:2,4,&1:8,&2:10|",O=C1O[C@H]([C@@H](O)CO)[C@@H](O)[C@@H]1O
BRD-A67305656-001-02-3,spiramycin,CO[C@H]1[C@H](O)CC(=O)O[C@H](C)C\C=C\C=C\[C@H](O[C@H]2CC[C@@H]([C@@H](C)O2)N(C)C)[C@H](C)C[C@H](CC=O)[C@@H]1OC1O[C@H](C)[C@@H](O[C@H]2C[C@@](C)(O)[C@@H](O)[C@H](C)O2)[C@@H]([C@H]1O)N(C)C,CO[C@@H]1[C@@H](OC2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O
BRD-A67514145-003-05-8,furaltadone hcl,[O-][N+](=O)c1ccc(\C=N\N2CC(CN3CCOCC3)OC2=O)o1,O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1
BRD-A67516570-001-02-8,lafutidine,O=C(CS(=O)Cc1ccco1)NC\C=C/COc1cc(CN2CCCCC2)ccn1,O=C(CS(=O)Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
BRD-A67521319-001-01-6,pimonidazole,"O[C@@H](CN1CCCCC1)Cn1ccnc1[N+]([O-])=O |&1:1,r|",O=[N+]([O-])c1nccn1C[C@@H](O)CN1CCCCC1
BRD-A67531813-001-01-6,polyinosine,"O[C@H]1[C@@H](COP(O)(O)=O)O[C@@H]([C@@H]1O)n1cnc2c1[nH]cnc2=O |&1:1,&2:2,&3:10,&4:11,r|",O=c1nc[nH]c2c1ncn2[C@H]1O[C@H](COP(=O)(O)O)[C@H](O)[C@H]1O
BRD-A67616246-001-07-9,levomequitazine,"C([C@H]1CN2CCC1CC2)N1c2ccccc2Sc2ccccc12 |&1:1,r|",c1ccc2c(c1)Sc1ccccc1N2C[C@H]1CN2CCC1CC2
BRD-A67748489-001-10-0,K-858,"CC(=O)NC1=NN(C(C)=O)[C@@](C)(S1)c1ccccc1 |&1:10,r,t:4|",CC(=O)NC1=NN(C(C)=O)[C@](C)(c2ccccc2)S1
BRD-A67799922-003-26-0,phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CC(COc1ccccc1)N(CCCl)Cc1ccccc1
BRD-A67862938-034-14-9,naftidrofuryl,"CCN(CC)CCOC(=O)[C@@H](C[C@H]1CCCO1)Cc1cccc2ccccc12 |&1:10,&2:12|",CCN(CC)CCOC(=O)[C@H](Cc1cccc2ccccc12)C[C@H]1CCCO1
BRD-A67956599-001-02-9,coenzyme-A,"CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCS |a:14,16,17,19,35,&1:5,&2:9|",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCCS
BRD-A67975844-001-01-8,NSC-405020,"CCC[C@@H](C)NC(=O)c1ccc(Cl)c(Cl)c1 |&1:3,r|",CCC[C@@H](C)NC(=O)c1ccc(Cl)c(Cl)c1
BRD-A67976398-001-01-6,DQP-1105,"Cc1ccc2[nH]c(=O)c(C3=NN([C@@H](C3)c3ccc(Br)cc3)C(=O)CCC(O)=O)c(-c3ccccc3)c2c1 |&1:12,r,t:9|",Cc1ccc2[nH]c(=O)c(C3=NN(C(=O)CCC(=O)O)[C@H](c4ccc(Br)cc4)C3)c(-c3ccccc3)c2c1
BRD-A68083442-001-01-6,pranidipine,"COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1 |r,c:4,9|",COC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1
BRD-A68281735-001-18-6,REV-5901,"CCCCC[C@@H](O)c1cccc(OCc2ccc3ccccc3n2)c1 |&1:5,r|",CCCCC[C@@H](O)c1cccc(OCc2ccc3ccccc3n2)c1
BRD-A68304895-003-02-2,BTS-54505,CC(C)C[C@@H](N)C1(CCC1)c1ccc(Cl)cc1 |&1:4|,CC(C)C[C@@H](N)C1(c2ccc(Cl)cc2)CCC1
BRD-A68493689-001-01-9,simeprevir,COc1ccc2c(O[C@@H]3C[C@@H]4C(C3)C(=O)N(C)CCCC\C=C/[C@@H]3C[C@]3(NC4=O)C(=O)NS(=O)(=O)C3CC3)cc(nc2c1C)-c1nc(cs1)C(C)C,COc1ccc2c(O[C@H]3CC4C(=O)N(C)CCCC/C=C\[C@@H]5C[C@@]5(C(=O)NS(=O)(=O)C5CC5)NC(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
BRD-A68509429-003-03-9,ethylnorepinephrine,"CC[C@@H](N)[C@@H](O)c1ccc(O)c(O)c1 |&1:2,&2:4|",CC[C@@H](N)[C@@H](O)c1ccc(O)c(O)c1
BRD-A68589262-001-04-3,troxipide,"COc1cc(cc(OC)c1OC)C(=O)N[C@H]1CCCNC1 |&1:15,r|",COc1cc(C(=O)N[C@H]2CCCNC2)cc(OC)c1OC
BRD-A68631409-001-05-4,evodiamine,"CN1[C@H]2N(CCc3c2[nH]c2ccccc32)C(=O)c2ccccc12 |&1:2,r|",CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21
BRD-A68723818-050-32-5,brompheniramine maleate,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1
BRD-A68888262-003-15-1,azelastine,CN1CCC[C@@H](CC1)n1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O |&1:5|,CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1
BRD-A68942014-003-01-7,amitifadine,"Clc1ccc(cc1Cl)[C@@]12C[C@@H]1CNC2 |&1:8,&2:10|",Clc1ccc([C@]23CNC[C@H]2C3)cc1Cl
BRD-A68997559-065-04-5,sisomicin-sulfate,"CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O |a:2,5,7,8,11,13,15,22,24,28,&1:3,c:19|",CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
BRD-A69126730-001-01-3,CPA-inhibitor,"ON(C[C@@H](Cc1ccccc1)C(O)=O)C(=O)Cc1ccccc1 |&1:3,r|",O=C(O)[C@H](Cc1ccccc1)CN(O)C(=O)Cc1ccccc1
BRD-A69275535-001-01-5,pinitol,COC1C(O)[C@@H](O)C(O)C(O)[C@H]1O,COC1C(O)[C@@H](O)C(O)C(O)[C@H]1O
BRD-A69512159-001-07-3,carbidopa,CC(Cc1ccc(O)c(O)c1)(NN)C(O)=O,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O
BRD-A69651145-003-07-2,minocycline hydrochloride,CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O
BRD-A69777949-001-24-2,flumequine,"C[C@H]1CCc2cc(F)cc3c2n1cc(C(O)=O)c3=O |&1:1,r|",C[C@H]1CCc2cc(F)cc3c(=O)c(C(=O)O)cn1c23
BRD-A69917777-065-02-2,aminopentamide,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C,CC(CC(C(N)=O)(c1ccccc1)c1ccccc1)N(C)C
BRD-A70083328-001-22-7,secnidazole,"C[C@@H](O)Cn1c(C)ncc1[N+]([O-])=O |&1:1,r|",Cc1ncc([N+](=O)[O-])n1C[C@@H](C)O
BRD-A70182876-001-10-8,azapropazone,"CCC[C@H]1C(=O)N2N(C1=O)c1cc(C)ccc1N=C2N(C)C |r,c:19|",CCC[C@H]1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
BRD-A70197423-001-01-3,sorbitan-monostearate,"CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O |a:23,26,28,&1:21|",CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O
BRD-A70514680-003-11-2,articaine,CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC |&1:4|,CCCN[C@@H](C)C(=O)Nc1c(C)csc1C(=O)OC
BRD-A70649075-008-29-0,sulconazole,Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1 |&1:7|,Clc1ccc(CS[C@@H](Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
BRD-A70814879-003-02-6,abc294640 hcl,Clc1ccc(cc1)C12CC3CC(CC(C3)(C1)C(=O)NCc1ccncc1)C2,O=C(NCc1ccncc1)C12CC3CC(C1)CC(c1ccc(Cl)cc1)(C3)C2
BRD-A70998768-004-01-1,pinaverium bromide,COc1cc(Br)c(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)cc1OC,COc1cc(Br)c(C[N+]2(CCOCCC3CC[C@H]4C[C@@H]3C4(C)C)CCOCC2)cc1OC
BRD-A71033472-003-23-9,fendiline,C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1 |&1:1|,C[C@@H](NCCC(c1ccccc1)c1ccccc1)c1ccccc1
BRD-A71157293-001-11-9,fursultiamine,C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCO)SSC[C@H]1CCCO1 |&1:21|,C/C(=C(/CCO)SSC[C@H]1CCCO1)N(C=O)Cc1cnc(C)nc1N
BRD-A71262238-001-08-4,nafadotride,"CCCCN1CCC[C@@H]1CNC(=O)c1cc(C#N)c2ccccc2c1OC |&1:8,r|",CCCCN1CCC[C@@H]1CNC(=O)c1cc(C#N)c2ccccc2c1OC
BRD-A71407503-001-01-8,inimur,"CSC[C@H]1CN(\N=C\c2ccc(o2)[N+]([O-])=O)C(=O)O1 |&1:3,r|",CSC[C@H]1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)O1
BRD-A71725768-001-01-3,metoxibutropate,"COc1ccccc1OC(=O)[C@@H](C)c1ccc(CC(C)C)cc1 |&1:11,r|",COc1ccccc1OC(=O)[C@@H](C)c1ccc(CC(C)C)cc1
BRD-A71765060-001-01-4,picartamide,"CNC(=S)[C@]1(CCCS1)c1ccccn1 |&1:4,r|",CNC(=S)[C@@]1(c2ccccn2)CCCS1
BRD-A71774530-001-05-9,lufenuron,"F[C@@H](C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl |&1:1,r|",O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)[C@@H](F)C(F)(F)F)cc1Cl
BRD-A71816415-236-04-3,pravastatin sodium,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(O)=O)C12,CCC(C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)C21
BRD-A72066420-001-04-5,sr 202,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC,COP(=O)(OC)OC(c1ccc(Cl)cc1)P(=O)(OC)OC
BRD-A72075775-001-10-4,iopromide,"COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I |&1:14,&2:26,r|",COCC(=O)Nc1c(I)c(C(=O)NC[C@@H](O)CO)c(I)c(C(=O)N(C)C[C@@H](O)CO)c1I
BRD-A72212290-300-01-4,eprazinone,"CCO[C@@H](CN1CCN(C[C@@H](C)C(=O)c2ccccc2)CC1)c1ccccc1 |a:10,&1:3|",CCO[C@@H](CN1CCN(C[C@@H](C)C(=O)c2ccccc2)CC1)c1ccccc1
BRD-A72297358-001-01-8,ozolinone,"CN1C(=O)[C@@H](S\C1=C/C(O)=O)N1CCCCC1 |&1:4,r|",CN1C(=O)[C@H](N2CCCCC2)S/C1=C\C(=O)O
BRD-A72309220-001-04-1,metergoline,CN1CC(CNC(=O)OCc2ccccc2)C[C@@H]2C1Cc1cn(C)c3cccc2c13,CN1CC(CNC(=O)OCc2ccccc2)C[C@H]2c3cccc4c3c(cn4C)CC21
